address_line_1,address_line_2,city,fax,friday_close,friday_open,has_beer_cold_room,has_bilingual_services,has_parking,has_product_consultant,has_special_occasion_permits,has_tasting_bar,has_transit_access,has_vintages_corner,has_wheelchair_accessability,id,inventory_count,inventory_price,inventory_volume_in_milliliters,is_dead,lat,long,monday_close,monday_open,name,postal_code,products_count,saturday_close,saturday_open,store_no,sunday_close,sunday_open,tags,telephone,thursday_close,thursday_open,tuesday_close,tuesday_open,wednesday_close,wednesday_open
109 Fanshawe Park Road,,London,(519) 660-4829,1320.0,600.0,False,True,True,True,True,True,True,True,True,393,62761,104433384,50051287,False,43.0272,-81.2737,1260.0,600.0,Richmond & Fanshawe Pk,N5X3W1,3345,1320.0,600.0,393,1080.0,660.0,richmond fanshawe pk 109 park road london n5x3w1,(519) 660-1366,1260.0,600.0,1260.0,600.0,1260.0,600.0
2164 Carling Avenue,,Ottawa,(613) 828-2909,1320.0,570.0,True,True,True,True,True,True,True,True,True,394,89175,137724898,66636700,False,45.3695,-75.769,1320.0,570.0,Carling & Woodroffe,K2A1H1,3280,1320.0,570.0,394,1080.0,660.0,carling woodroffe 2164 avenue ottawa k2a1h1,(613) 828-7145,1320.0,570.0,1320.0,570.0,1320.0,570.0
R.R. #1,Walden Plaza,Lively,(705) 692-3810,1260.0,600.0,False,True,True,False,False,True,True,False,True,395,14719,20636690,13236660,False,46.4228,-81.1434,1080.0,600.0,Regional Road #55 & R.R. #1,P3Y1J1,954,1080.0,600.0,395,1080.0,660.0,regional road #55 rr #1 walden plaza lively p3y1j1,(705) 692-3810,1080.0,600.0,1080.0,600.0,1080.0,600.0
3631 Major Mackenzie Drive,Building B,Vaughan,(905) 417-8642,1260.0,600.0,False,False,True,True,True,False,True,True,True,397,38348,77012799,31173387,False,43.8449,-79.5557,1260.0,600.0,Major Mackenzie & Weston,L4H0A2,2498,1260.0,600.0,397,1080.0,660.0,major mackenzie weston 3631 drive building b vaughan l4h0a2,(905) 417-1102,1260.0,600.0,1260.0,600.0,1260.0,600.0
662 Burnhamthorpe Road,Burnhamthorpe Mall,Etobicoke,(416) 621-0650,1320.0,600.0,False,True,True,True,True,False,True,True,True,398,61812,102269778,47240196,False,43.6421,-79.5762,1320.0,600.0,Burnhamthorpe & Hwy 427,M9C2Z4,2940,1320.0,600.0,398,1080.0,660.0,burnhamthorpe hwy 427 662 road mall toronto etobicoke toronto-etobicoke torontoetobicoke m9c2z4,(416) 621-0954,1320.0,600.0,1320.0,600.0,1320.0,600.0
1059 Main Street,P.O. Box 118,Dorset,(705) 766-2471,1080.0,600.0,True,False,True,False,False,False,False,True,True,399,13106,22356062,14081892,False,45.2462,-78.8935,1080.0,600.0,Hwy. 117 & 35,P0A1E0,1184,1080.0,600.0,399,,,hwy 117 35 1059 main street po box 118 dorset p0a1e0,(705) 766-2471,1080.0,600.0,1080.0,600.0,1080.0,600.0
1910 St. Laurent Boulevard,Elmvale Shopping Center,Ottawa,(613) 731-5737,1200.0,570.0,False,True,True,False,True,True,True,True,True,400,26036,37093015,20939537,False,45.3993,-75.6248,1080.0,570.0,St Laurent & Smyth,K1G1A4,1440,1080.0,570.0,400,1080.0,660.0,st laurent smyth 1910 boulevard elmvale shopping center ottawa k1g1a4,(613) 731-5617,1200.0,570.0,1080.0,570.0,1080.0,570.0
3714 Portage Road,,Niagara Falls,(905) 356-5601,1260.0,600.0,True,False,True,True,True,False,True,True,True,401,46373,83739867,38367740,False,43.1188,-79.0986,1260.0,600.0,Portage Rd & Colborne E,L2J2K9,2748,1260.0,600.0,401,1080.0,660.0,portage rd colborne e 3714 road niagara falls l2j2k9,(905) 356-3972,1260.0,600.0,1260.0,600.0,1260.0,600.0
400 Dundas Street East,,Belleville,(613) 962-8425,1260.0,570.0,True,False,True,False,True,True,True,False,True,402,32776,50273299,28412661,False,44.1694,-77.3542,1200.0,570.0,Dundas Street E & Herchimer Street,K8N1E8,1717,1260.0,570.0,402,1080.0,660.0,dundas street e herchimer 400 east belleville k8n1e8,(613) 962-1342,1200.0,570.0,1200.0,570.0,1200.0,570.0
115 Medora Street,P O Box 70,Port Carling,(705) 765-6916,1080.0,600.0,True,False,True,True,True,True,False,False,True,403,19697,45836619,16369911,False,45.121,-79.579,1080.0,600.0,Hwy. 118 & Medora Street,P0B1J0,1634,1080.0,600.0,403,1080.0,660.0,hwy 118 medora street 115 p o box 70 port carling p0b1j0,(705) 765-5222,1080.0,600.0,1080.0,600.0,1080.0,600.0
5710 Main Street Unit 1,,Stouffville,(905) 640-3011,1260.0,600.0,False,False,True,True,True,False,True,True,True,404,56357,99898285,43794898,False,43.9681,-79.2648,1260.0,600.0,Main St & Mostar St,L4A8A9,3197,1260.0,600.0,404,1080.0,660.0,main st mostar 5710 street unit 1 stouffville l4a8a9,(905) 640-3771,1260.0,600.0,1260.0,600.0,1260.0,600.0
93 Notre Dame St. W.,P.O. Box 508,Azilda,(705) 983-4393,1260.0,600.0,False,True,True,False,True,False,True,False,False,405,6712,11469945,6029204,False,46.5517,-81.1182,1080.0,600.0,St. Agnes & Notre Dame,P0M1B0,613,1080.0,600.0,405,1080.0,660.0,st agnes notre dame 93 w po box 508 azilda p0m1b0,(705) 983-4393,1080.0,600.0,1080.0,600.0,1080.0,600.0
7 Commerce Road,Unit 7,Angus,(705) 424-3154,1260.0,600.0,False,True,True,False,False,False,False,False,True,406,26321,40143135,21976858,False,44.3292,-79.8905,1260.0,600.0,Simcoe Road 10 & Commerce Road,L0M1B2,1444,1260.0,600.0,406,1080.0,660.0,simcoe road 10 commerce 7 unit angus l0m1b2,(705) 424-5811,1260.0,600.0,1260.0,600.0,1260.0,600.0
2400 Long Lake Road,,Sudbury (South End),(705) 522-1948,1320.0,600.0,True,True,True,True,True,True,True,True,True,407,58847,106166789,47905152,False,46.4398,-81.0048,1320.0,600.0,Regent Street & Long Lake Road,P3E5H5,3094,1320.0,600.0,407,1080.0,660.0,regent street long lake road 2400 sudbury south sudbury-south sudburysouth end p3e5h5,(705) 522-8000,1320.0,600.0,1320.0,600.0,1320.0,600.0
1 York Gate Boulevard,,North York,(416) 661-5371,1260.0,600.0,False,True,True,False,False,True,True,False,True,408,28916,44234762,22999813,False,43.7589,-79.5193,1260.0,600.0,Jane & Finch,M3N3A1,1367,1080.0,570.0,408,1020.0,720.0,jane finch 1 york gate boulevard toronto north toronto-north torontonorth m3n3a1,(416) 661-2635,1260.0,600.0,1260.0,600.0,1260.0,600.0
17 Channel Street,,Killarney,(705) -       ,1080.0,600.0,False,False,True,False,True,False,True,False,True,409,6945,12704234,9311590,False,45.9703,-81.5116,,,Hwy. 637 & Channel Street,P0M2A0,591,1080.0,600.0,409,1080.0,660.0,hwy 637 channel street 17 killarney p0m2a0,(705) 287-2054,1080.0,600.0,1080.0,600.0,1080.0,600.0
12297 Hwy 41 Front Street,P.O. Box 94,Northbrook,(613) 336-1814,1080.0,570.0,False,False,True,False,False,False,False,False,True,410,11248,16196648,8959538,False,44.7357,-77.1598,1080.0,570.0,Hwy. 7 & 41,K0H2G0,747,1080.0,570.0,410,1080.0,660.0,hwy 7 41 12297 front street po box 94 northbrook k0h2g0,(613) 336-2590,1080.0,570.0,1080.0,570.0,1080.0,570.0
547 Yonge Street,,Toronto,(416) 923-0659,1320.0,600.0,False,True,False,True,False,True,True,True,True,411,51125,76007896,37360447,False,43.6645,-79.3842,1320.0,600.0,Yonge & Wellesley,M4Y1Y5,2635,1320.0,600.0,411,1080.0,660.0,yonge wellesley 547 street toronto central toronto-central torontocentral m4y1y5,(416) 923-8498,1320.0,600.0,1320.0,600.0,1320.0,600.0
543 West Hunt Club Rd.,,Nepean,(613) 224-0310,1260.0,570.0,False,True,True,True,True,True,True,True,True,412,75143,136240347,58714504,False,45.3343,-75.7278,1260.0,570.0,Hunt Club & Merivale,K2G5W5,3451,1260.0,570.0,412,1080.0,660.0,hunt club merivale 543 west rd ottawa nepean ottawa-nepean ottawanepean k2g5w5,(613) 224-4333,1260.0,570.0,1260.0,570.0,1260.0,570.0
30 Robinson Street,P.O. Box 160,Port Burwell,(519) 874-4687,1080.0,600.0,True,False,True,False,True,False,False,False,True,413,6967,11660851,8212988,False,42.6463,-80.8065,,,Hwy 19 & County Rd 42,N0J1T0,600,1080.0,600.0,413,,,hwy 19 county rd 42 30 robinson street po box 160 port burwell n0j1t0,(519) 874-4653,1080.0,600.0,1080.0,600.0,1080.0,600.0
125 North Street,P.O. Box 250,Stirling,(613) 395-2600,1200.0,570.0,True,False,True,False,True,False,True,False,True,414,13890,22962832,16799877,False,44.2995,-77.5491,1080.0,570.0,Hwy. 14 & Victoria,K0K3E0,804,1080.0,570.0,414,1080.0,660.0,hwy 14 victoria 125 north street po box 250 stirling k0k3e0,(613) 395-2605,1080.0,570.0,1080.0,570.0,1080.0,570.0
259 the Kingsway,Humbertown Plaza,Etobicoke,(416) 231-4826,1260.0,600.0,False,True,True,True,False,False,True,False,True,415,31647,49813440,25628026,False,43.6613,-79.518,1200.0,600.0,Royal York & Dundas,M9A3T6,1545,1200.0,600.0,415,1080.0,660.0,royal york dundas 259 the kingsway humbertown plaza toronto etobicoke toronto-etobicoke torontoetobicoke m9a3t6,(416) 231-2446,1260.0,600.0,1200.0,600.0,1200.0,600.0
80 Peel Centre Drive,Bramalea City Centre,Brampton,(905) 793-8543,1320.0,540.0,False,True,True,True,True,True,True,True,True,416,61765,118000939,46687777,False,43.7122,-79.7235,1320.0,540.0,Dixie & Hwy 7,L6T4G8,2987,1320.0,540.0,416,1080.0,660.0,dixie hwy 7 80 peel centre drive bramalea city brampton l6t4g8,(905) 793-8027,1320.0,540.0,1320.0,540.0,1320.0,540.0
571 King Street North,,Waterloo,(519) 884-5101,1320.0,600.0,False,False,True,True,True,False,True,True,True,417,83062,131723898,65557704,False,43.5011,-80.5339,1320.0,600.0,King North & Northfield,N2L5Z7,3475,1320.0,600.0,417,1080.0,660.0,king north northfield 571 street waterloo n2l5z7,(519) 884-8511,1320.0,600.0,1320.0,600.0,1320.0,600.0
41 Main Street,,Erin,(519) 833-2782,1200.0,570.0,False,False,True,False,True,False,False,False,True,418,13438,21790909,11463361,False,43.7684,-80.061,1080.0,570.0,Main & Millwood,N0B1T0,1004,1080.0,570.0,418,1080.0,660.0,main millwood 41 street erin n0b1t0,(519) 833-9371,1200.0,570.0,1080.0,570.0,1080.0,570.0
702 Main Street East,,Shelburne,(519) 925-3803,1260.0,600.0,False,False,True,False,True,False,False,False,True,419,22548,32289896,21078972,False,44.0813,-80.1906,1200.0,600.0,"Hwy. 10, 19 & 24",L9V2Z4,1179,1080.0,600.0,419,1080.0,660.0,hwy 10 19 24 702 main street east shelburne l9v2z4,(519) 925-3803,1200.0,600.0,1200.0,600.0,1200.0,600.0
2180 Bloor Street West,,Toronto,(416) 767-1428,1260.0,600.0,False,True,False,False,False,False,False,True,False,420,35111,41723313,24659053,False,43.6518,-79.4743,1260.0,600.0,Bloor & Runnymede,M6S1N3,1635,1260.0,600.0,420,1080.0,660.0,bloor runnymede 2180 street west toronto central toronto-central torontocentral m6s1n3,(416) 767-8931,1260.0,600.0,1260.0,600.0,1260.0,600.0
9226 Taylor Street,"Po Box 178, Robinson & Hwy 17 East",Bruce Mines,(705) 785-3772,1080.0,600.0,True,True,True,False,True,False,False,False,True,421,9235,13617851,10091482,False,46.3012,-83.7883,1080.0,600.0,Hwy. 17 & 561,P0R1C0,598,1080.0,600.0,421,1080.0,660.0,hwy 17 561 9226 taylor street po box 178 robinson east bruce mines p0r1c0,(705) 785-3772,1080.0,600.0,1080.0,600.0,1080.0,600.0
Hwy. 544,P.O. Box 370,Onaping,(705) 966-2331,1200.0,600.0,False,True,True,False,True,False,True,False,True,422,10471,15538559,8675540,False,46.6278,-81.4037,,,Hwy 144 & Regional Rd 8,P0M2R0,763,1080.0,600.0,422,1080.0,660.0,hwy 144 regional rd 8 544 po box 370 onaping p0m2r0,(705) 966-2331,1080.0,600.0,1080.0,600.0,1080.0,600.0
992 Prince Street,P.O. Box 100,Lansdowne,(613) 659-3489,1200.0,570.0,True,False,True,False,True,False,False,False,True,423,10310,13830536,9846230,False,44.4004,-76.0184,1080.0,570.0,Hwy 3 & King Street,K0E1L0,749,1080.0,570.0,423,1080.0,660.0,hwy 3 king street 992 prince po box 100 lansdowne k0e1l0,(613) 659-3472,1080.0,570.0,1080.0,570.0,1080.0,570.0
35 First Street,P.O. Box 310,Moosonee,(705) 336-2301,1080.0,600.0,True,True,True,False,True,False,False,False,True,424,16548,17409641,18589499,False,51.2739,-80.6453,1080.0,600.0,Main & Bay Street,P0L1Y0,409,1080.0,600.0,424,1080.0,660.0,main bay street 35 first po box 310 moosonee p0l1y0,(705) 336-2301,1080.0,600.0,1080.0,600.0,1080.0,600.0
1125 Bloor Street East,Applewood Hills Plaza,Mississauga,(905) 275-7920,1260.0,600.0,False,True,True,False,True,False,True,True,True,425,47867,71073943,36393712,False,43.6116,-79.6015,1260.0,600.0,Bloor & Tomken Road,L4Y2N6,2176,1260.0,600.0,425,1080.0,660.0,bloor tomken road 1125 street east applewood hills plaza mississauga l4y2n6,(905) 279-2041,1260.0,600.0,1260.0,600.0,1260.0,600.0
1090 the Queensway,,Etobicoke,(416) 252-1016,1260.0,600.0,False,True,True,False,True,True,True,False,True,426,38546,58194246,29710506,False,43.6232,-79.5181,1260.0,600.0,Queensway & Islington,M8Z1P7,1874,1260.0,600.0,426,1080.0,660.0,queensway islington 1090 the toronto etobicoke toronto-etobicoke torontoetobicoke m8z1p7,(416) 252-7389,1260.0,600.0,1260.0,600.0,1260.0,600.0
807 St. Clair Street,,Chatham,(519) 358-7682,1260.0,600.0,True,False,True,False,True,True,True,True,True,427,43778,69466299,35135932,False,42.4316,-82.2198,1260.0,600.0,St. Clair and Pioneer Line,N7L0E9,2423,1260.0,600.0,427,1080.0,660.0,st clair and pioneer line 807 street chatham n7l0e9,(519) 354-9340,1260.0,600.0,1260.0,600.0,1260.0,600.0
785 Milner Avenue,,Scarborough,(416) -       ,1320.0,600.0,False,True,True,False,False,False,True,False,True,428,51712,92727624,43786158,False,43.7968,-79.2047,1320.0,600.0,Morningside & 401,M1B3C3,2392,1320.0,600.0,428,1080.0,660.0,morningside 401 785 milner avenue toronto scarborough toronto-scarborough torontoscarborough m1b3c3,(416) 284-5544,1320.0,600.0,1320.0,600.0,1320.0,600.0
29 Park Avenue,P.O. Box 70,Burford,(519) 449-5325,1260.0,600.0,True,False,True,False,False,False,False,False,True,429,12269,19172644,17100162,False,43.103,-80.4272,1080.0,600.0,King St and Park St,N0E1A0,785,1080.0,600.0,429,1080.0,660.0,king st and park 29 avenue po box 70 burford n0e1a0,(519) 449-5322,1080.0,600.0,1080.0,600.0,1080.0,600.0
42 Main Street North,,Hagersville,(905) 768-4725,1200.0,600.0,False,False,True,False,True,False,True,False,True,430,14547,20332579,11986367,False,42.9634,-80.0501,1080.0,600.0,King Street & Indian Line,N0A1H0,963,1080.0,600.0,430,1080.0,660.0,king street indian line 42 main north hagersville n0a1h0,(905) 768-5954,1080.0,600.0,1080.0,600.0,1080.0,600.0
1363 Woodroffe Avenue - Unit a,College Square,Nepean,(613) 224-4960,1260.0,570.0,False,True,True,True,True,True,True,True,True,431,49397,80107433,38078750,False,45.3512,-75.7586,1260.0,570.0,Woodroffe & Baseline,K2G1V7,2488,1260.0,570.0,431,1080.0,660.0,woodroffe baseline 1363 avenue -  unit a college square ottawa nepean ottawa-nepean ottawanepean k2g1v7,(613) 224-4611,1260.0,570.0,1260.0,570.0,1260.0,570.0
170 Taunton Road West,,Whitby,(905) 655-6851,1320.0,570.0,False,False,True,True,True,False,True,True,True,432,52071,88535336,41597365,False,43.9157,-78.9602,1320.0,570.0,Taunton & Brock,L1R3H8,2988,1320.0,570.0,432,1080.0,660.0,taunton brock 170 road west whitby l1r3h8,(905) 655-6090,1320.0,570.0,1320.0,570.0,1320.0,570.0
703 Mill Street,P.O. Box 35,Calabogie,(613) 752-2696,1080.0,570.0,True,False,True,False,False,False,False,False,True,433,11078,17842104,14619394,False,45.2943,-76.7313,1080.0,570.0,Hwy. 508 & Mill Street,K0J1H0,778,1080.0,570.0,433,1080.0,660.0,hwy 508 mill street 703 po box 35 calabogie k0j1h0,(613) 752-2696,1080.0,570.0,1080.0,570.0,1080.0,570.0
"705 Kingston Road, Unit 17",Whites Road Shopping Centre,Pickering,(905) 831-5436,1260.0,570.0,False,False,True,False,True,True,True,True,True,434,40138,64626467,32895964,False,43.8188,-79.1131,1260.0,570.0,Whites & Kingston,L1V6K3,2164,1260.0,570.0,434,1080.0,660.0,whites kingston 705 road unit 17 shopping centre pickering l1v6k3,(905) 831-5436,1260.0,570.0,1260.0,570.0,1260.0,570.0
"33 Long Sault Drive, Long Sault Sc",P.O. Box 130,Long Sault,(613) 534-2481,1080.0,570.0,True,True,True,False,False,False,False,False,True,435,8295,11614056,11242029,False,45.0291,-74.8949,1080.0,570.0,Hwy. 2 & Moulinette Road,K0C1P0,645,1080.0,570.0,435,1080.0,660.0,hwy 2 moulinette road 33 long sault drive sc po box 130 k0c1p0,(613) 534-2481,1080.0,570.0,1080.0,570.0,1080.0,570.0
7205 Goreway Dr Unit 85,Westwood Mall,Mississauga,(905) 677-1791,1260.0,570.0,False,True,True,False,True,False,True,False,True,436,48556,75976061,38147259,False,43.7194,-79.6366,1260.0,570.0,Derry Rd & Goreway Dr,L4T2T9,2289,1260.0,570.0,436,1080.0,660.0,derry rd goreway dr 7205 unit 85 westwood mall mississauga l4t2t9,(905) 677-5977,1260.0,570.0,1260.0,570.0,1260.0,570.0
1527 Rebecca Street,,Oakville,(905) 827-5797,1260.0,600.0,False,False,True,True,True,False,True,False,False,437,52386,91372225,42133919,False,43.4112,-79.7063,1260.0,600.0,3Rd Line & Rebecca,L6L1Z8,2869,1260.0,600.0,437,1080.0,660.0,3rd line rebecca 1527 street oakville l6l1z8,(905) 827-5072,1260.0,600.0,1260.0,600.0,1260.0,600.0
3050 Wonderland Road South,Unit B,London,(519) 471-8379,1320.0,600.0,False,True,True,True,True,True,True,True,True,438,60294,99311177,47530029,False,42.9377,-81.2802,1260.0,600.0,Wonderland & Southdale,N6L1A6,3424,1320.0,600.0,438,1080.0,660.0,wonderland southdale 3050 road south unit b london n6l1a6,(519) 471-4930,1260.0,600.0,1260.0,600.0,1260.0,600.0
34 Colbourne Street,P.O. Box 26,Portland,(613) 272-0457,1260.0,570.0,False,False,True,False,True,False,False,False,True,439,6823,10353940,7502582,False,44.6987,-76.1889,1080.0,570.0,Colborne Street & Campbell Street,K0G1V0,596,1080.0,570.0,439,1080.0,660.0,colborne street campbell 34 colbourne po box 26 portland k0g1v0,(613) 272-2608,1080.0,570.0,1080.0,570.0,1080.0,570.0
566 Willoughby Street,P.O. Box 310,Lucknow,(519) 528-3266,1260.0,600.0,True,False,True,False,True,False,False,True,True,440,10902,16313693,11319711,False,43.9594,-81.5158,1080.0,600.0,Inglis Street & Willoughby Street,N0G2H0,749,1080.0,600.0,440,1080.0,660.0,inglis street willoughby 566 po box 310 lucknow n0g2h0,(519) 528-2335,1080.0,600.0,1080.0,600.0,1080.0,600.0
644 Principale Street,P.O. Box 305,Casselman,(613) 764-5231,1200.0,570.0,True,True,True,False,True,False,False,False,True,441,25696,36973794,25921972,False,45.3081,-75.0826,1080.0,570.0,Hwy. 417 & St. Albert Street,K0A1M0,1448,1080.0,570.0,441,1080.0,660.0,hwy 417 st albert street 644 principale po box 305 casselman k0a1m0,(613) 764-5231,1080.0,570.0,1080.0,570.0,1080.0,570.0
22 Truelove St.,P.O. Box 249,Cobden,(613) 646-7738,1080.0,570.0,True,False,True,False,False,False,False,False,True,442,9070,13167935,9583948,False,45.6275,-76.8866,1080.0,570.0,Truelove Street - at a Dead End,K0J1K0,738,1080.0,570.0,442,1080.0,660.0,truelove street -  at a dead end 22 st po box 249 cobden k0j1k0,(613) 646-7738,1080.0,570.0,1080.0,570.0,1080.0,570.0
1130 Blair Road,Gloucester City Centre,Gloucester,(613) 745-4210,1320.0,570.0,True,True,True,True,True,True,True,True,True,443,59465,97892763,46790230,False,45.4345,-75.6094,1320.0,570.0,Blair & Ogilvie,K1J1K8,2769,1320.0,570.0,443,1080.0,660.0,blair ogilvie 1130 road gloucester city centre ottawa ottawa-gloucester ottawagloucester k1j1k8,(613) 745-9906,1320.0,570.0,1320.0,570.0,1320.0,570.0
2356 Kennedy Road,Agincourt Mall,Scarborough,(416) 291-0246,1320.0,570.0,False,True,True,False,True,True,True,True,True,444,54397,93689200,44296378,False,43.7847,-79.2897,1320.0,570.0,Kennedy & Sheppard,M1T3H1,2567,1320.0,570.0,444,1080.0,660.0,kennedy sheppard 2356 road agincourt mall toronto scarborough toronto-scarborough torontoscarborough m1t3h1,(416) 291-5304,1320.0,570.0,1320.0,570.0,1320.0,570.0
251 Oak Walk Dr.,,Oakville,(905) 257-6303,1320.0,540.0,False,False,True,True,True,False,True,True,True,445,72805,136377454,57547951,False,43.4851,-79.7199,1320.0,540.0,Dundas & Trafalgar,L6H6M3,3264,1320.0,540.0,445,1080.0,660.0,dundas trafalgar 251 oak walk dr oakville l6h6m3,(905) 257-6300,1320.0,540.0,1320.0,540.0,1320.0,540.0
4315 Ontario Street,P.O. Box 940,Beamsville,(905) 563-9974,1260.0,600.0,False,False,True,False,True,False,True,False,False,446,14649,20081148,11435448,False,43.1667,-79.476,1200.0,600.0,Hwy. 8 & Ontario Street,L0R1B0,879,1260.0,600.0,446,1080.0,660.0,hwy 8 ontario street 4315 po box 940 beamsville l0r1b0,(905) 563-4833,1260.0,600.0,1200.0,600.0,1200.0,600.0
2763 Essonville Road,P.O. Box 149,Wilberforce,(705) 448-2721,1200.0,570.0,True,False,True,False,False,False,False,True,True,447,12989,17882544,12576691,False,45.0366,-78.2251,1080.0,570.0,Hwy. 648 & Esson Road,K0L3C0,853,1080.0,570.0,447,1080.0,660.0,hwy 648 esson road 2763 essonville po box 149 wilberforce k0l3c0,(705) 448-2721,1080.0,570.0,1080.0,570.0,1080.0,570.0
2669 Muskoka Rd. 5,P.O. Box 69,Honey Harbour,(705) -       ,1080.0,600.0,True,False,True,False,False,False,False,False,True,448,10486,16632002,10752781,False,44.8686,-79.8224,,,"Hwy. 69 & Muskoka, Road 5",P0E1E0,767,1080.0,600.0,448,,,hwy 69 muskoka road 5 2669 rd po box honey harbour p0e1e0,(705) 756-2593,1080.0,600.0,1080.0,600.0,1080.0,600.0
462 Main Street,P.O. Box 248,Wellington,(613) 399-1873,1200.0,570.0,True,False,True,False,True,False,True,True,True,449,18594,26223228,17349363,False,43.9489,-77.3665,1080.0,570.0,Main & Prince Edward Drive,K0K3L0,1179,1080.0,570.0,449,1080.0,660.0,main prince edward drive 462 street po box 248 wellington k0k3l0,(613) 399-3320,1080.0,570.0,1080.0,570.0,1080.0,570.0
772200 Hwy 10,P.O. Box 400,Dundalk,(519) 923-3033,1200.0,600.0,True,False,True,False,True,False,False,False,True,450,18760,26091682,27684571,False,44.1781,-80.3799,1080.0,600.0,County Rd 9 & Hwy 10,N0C1B0,995,1080.0,600.0,450,1080.0,660.0,county rd 9 hwy 10 772200 po box 400 dundalk n0c1b0,(519) 923-3033,1080.0,600.0,1080.0,600.0,1080.0,600.0
1198 Richard Street,P.O. Box 130,Richard's Landing,(705) 246-2404,1080.0,600.0,False,False,True,False,False,False,False,False,False,451,8562,13725207,10148858,False,46.2928,-84.035,1080.0,600.0,Hwy. 548 & Main Street,P0R1J0,650,1080.0,600.0,451,,,hwy 548 main street 1198 richard po box 130 richard's richards landing p0r1j0,(705) 246-2404,1080.0,600.0,1080.0,600.0,,
